Trial 0, Params: {'learning_rate': 0.001139778634059735, 'depth': 6, 'colsample_bylevel': 0.27859587653777873, 'min_data_in_leaf': 92, 'l2_leaf_reg': 1.960072468996326, 'grow_policy': 'Depthwise'}, Value: 0.2120176037740107
Trial 398, Params: {'learning_rate': 0.09250115205873354, 'depth': 6, 'colsample_bylevel': 0.8933615669304726, 'min_data_in_leaf': 49, 'l2_leaf_reg': 1.149278621121792, 'grow_policy': 'Depthwise'}, Value: 0.5700381949803551
Trial 399, Params: {'learning_rate': 0.06156213619316392, 'depth': 10, 'colsample_bylevel': 0.9383384616157978, 'min_data_in_leaf': 50, 'l2_leaf_reg': 1.3306254926390002, 'grow_policy': 'Lossguide'}, Value: 0.49355758481170503
Trial 400, Params: {'learning_rate': 0.08503876549866267, 'depth': 10, 'colsample_bylevel': 0.6946663877870682, 'min_data_in_leaf': 55, 'l2_leaf_reg': 1.077815455213065, 'grow_policy': 'Depthwise'}, Value: 0.6121840394762996
Trial 401, Params: {'learning_rate': 0.09416802451903063, 'depth': 10, 'colsample_bylevel': 0.9058101114234134, 'min_data_in_leaf': 47, 'l2_leaf_reg': 1.1770848278009882, 'grow_policy': 'Depthwise'}, Value: 0.6222130069590515
Trial 402, Params: {'learning_rate': 0.09967604029370103, 'depth': 10, 'colsample_bylevel': 0.9863603805489206, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.1207278748879177, 'grow_policy': 'SymmetricTree'}, Value: 0.5908880432299682
Trial 403, Params: {'learning_rate': 0.0999908925332576, 'depth': 10, 'colsample_bylevel': 0.6183634045666204, 'min_data_in_leaf': 47, 'l2_leaf_reg': 1.2279152921134864, 'grow_policy': 'Depthwise'}, Value: 0.628972933041327
Trial 404, Params: {'learning_rate': 0.0848064584110493, 'depth': 10, 'colsample_bylevel': 0.4425282120147065, 'min_data_in_leaf': 73, 'l2_leaf_reg': 1.0563869477765524, 'grow_policy': 'Depthwise'}, Value: 0.5910738796770619
Trial 405, Params: {'learning_rate': 0.007047888659348084, 'depth': 10, 'colsample_bylevel': 0.9562245522551243, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.2762663393920526, 'grow_policy': 'Depthwise'}, Value: 0.23014995678393202
Trial 406, Params: {'learning_rate': 0.07755811802098458, 'depth': 10, 'colsample_bylevel': 0.8851729687465358, 'min_data_in_leaf': 53, 'l2_leaf_reg': 1.1473351885751963, 'grow_policy': 'Depthwise'}, Value: 0.597774905417802
Trial 407, Params: {'learning_rate': 0.09172104238861123, 'depth': 10, 'colsample_bylevel': 0.9192987791648052, 'min_data_in_leaf': 46, 'l2_leaf_reg': 1.096395756429454, 'grow_policy': 'Depthwise'}, Value: 0.6243693655681434
Trial 408, Params: {'learning_rate': 0.08575888751680984, 'depth': 10, 'colsample_bylevel': 0.9986079361904955, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.1924525381710007, 'grow_policy': 'Depthwise'}, Value: 0.6174961008830946
Trial 409, Params: {'learning_rate': 0.09215276723561165, 'depth': 10, 'colsample_bylevel': 0.9361905054392263, 'min_data_in_leaf': 46, 'l2_leaf_reg': 1.0456082621936071, 'grow_policy': 'Depthwise'}, Value: 0.6269422040268167
Trial 410, Params: {'learning_rate': 0.07027934815111478, 'depth': 7, 'colsample_bylevel': 0.9061750180203857, 'min_data_in_leaf': 51, 'l2_leaf_reg': 1.1285109163843021, 'grow_policy': 'Depthwise'}, Value: 0.5545121595791096
Trial 411, Params: {'learning_rate': 0.09967672590120906, 'depth': 10, 'colsample_bylevel': 0.8864764277343821, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.0785195326947563, 'grow_policy': 'Depthwise'}, Value: 0.6377029191537538
Trial 412, Params: {'learning_rate': 0.09973532372906352, 'depth': 10, 'colsample_bylevel': 0.24764080805493321, 'min_data_in_leaf': 44, 'l2_leaf_reg': 5.508862249973656, 'grow_policy': 'Depthwise'}, Value: 0.5718860446151134
Trial 413, Params: {'learning_rate': 0.004362696118771388, 'depth': 10, 'colsample_bylevel': 0.8844894536188067, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.0507694179740559, 'grow_policy': 'Depthwise'}, Value: 0.1584708383023254
Trial 414, Params: {'learning_rate': 0.08196622828641631, 'depth': 10, 'colsample_bylevel': 0.860896030444115, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.068346807709188, 'grow_policy': 'Depthwise'}, Value: 0.6121680508316383
Trial 415, Params: {'learning_rate': 0.09161349285279667, 'depth': 10, 'colsample_bylevel': 0.8903971830877443, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.0347918339852227, 'grow_policy': 'Depthwise'}, Value: 0.6230050518777928
Trial 416, Params: {'learning_rate': 0.07719091521708323, 'depth': 10, 'colsample_bylevel': 0.8731706574389031, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.1021430522797953, 'grow_policy': 'Depthwise'}, Value: 0.6000269615049016
Trial 417, Params: {'learning_rate': 0.0867765935256175, 'depth': 10, 'colsample_bylevel': 0.730051429395473, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.089570640421356, 'grow_policy': 'Depthwise'}, Value: 0.6110868799953575
Trial 418, Params: {'learning_rate': 0.09184681106866972, 'depth': 10, 'colsample_bylevel': 0.9172543016003105, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0417483073229183, 'grow_policy': 'Depthwise'}, Value: 0.6235975539686021
Trial 419, Params: {'learning_rate': 0.09248850754238522, 'depth': 3, 'colsample_bylevel': 0.8995549089095497, 'min_data_in_leaf': 46, 'l2_leaf_reg': 1.1358805216778682, 'grow_policy': 'Depthwise'}, Value: 0.42397739517302097
Trial 420, Params: {'learning_rate': 0.09961788636618013, 'depth': 10, 'colsample_bylevel': 0.8759389363956419, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.2185981730031648, 'grow_policy': 'Depthwise'}, Value: 0.6262761463548511
Trial 421, Params: {'learning_rate': 0.08306571360430971, 'depth': 10, 'colsample_bylevel': 0.9171997844314204, 'min_data_in_leaf': 48, 'l2_leaf_reg': 1.0976767784153907, 'grow_policy': 'Lossguide'}, Value: 0.5274609612198026
Trial 422, Params: {'learning_rate': 0.08779409161557201, 'depth': 9, 'colsample_bylevel': 0.8957421630887449, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.3122517860439578, 'grow_policy': 'Depthwise'}, Value: 0.6129915800870231
Trial 423, Params: {'learning_rate': 0.07475020884190728, 'depth': 10, 'colsample_bylevel': 0.9310558956407208, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0041357522645016, 'grow_policy': 'Depthwise'}, Value: 0.5950328558597896
Trial 424, Params: {'learning_rate': 0.09186255440008628, 'depth': 10, 'colsample_bylevel': 0.8596449572244172, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.1649037861813314, 'grow_policy': 'SymmetricTree'}, Value: 0.582021707569737
Trial 425, Params: {'learning_rate': 0.08219738094948381, 'depth': 10, 'colsample_bylevel': 0.9061452705943931, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.0445847364002023, 'grow_policy': 'Depthwise'}, Value: 0.6071707915843925
Trial 426, Params: {'learning_rate': 0.09997355198222628, 'depth': 10, 'colsample_bylevel': 0.8865052849246559, 'min_data_in_leaf': 88, 'l2_leaf_reg': 1.1022651157017012, 'grow_policy': 'Depthwise'}, Value: 0.6250651795202311
Trial 427, Params: {'learning_rate': 0.020186829422707515, 'depth': 10, 'colsample_bylevel': 0.9430227943256304, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.6270874546309047, 'grow_policy': 'Depthwise'}, Value: 0.4052092682092435
Trial 428, Params: {'learning_rate': 0.09261599172753548, 'depth': 10, 'colsample_bylevel': 0.8712299170404513, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.240642680299865, 'grow_policy': 'Depthwise'}, Value: 0.6244175596115861
Trial 429, Params: {'learning_rate': 0.016118010051488725, 'depth': 10, 'colsample_bylevel': 0.9204082730298792, 'min_data_in_leaf': 56, 'l2_leaf_reg': 1.144891402148625, 'grow_policy': 'Depthwise'}, Value: 0.367292390482976
Trial 430, Params: {'learning_rate': 0.08525698519884199, 'depth': 10, 'colsample_bylevel': 0.899200934423837, 'min_data_in_leaf': 49, 'l2_leaf_reg': 1.4859502136069966, 'grow_policy': 'Depthwise'}, Value: 0.6109010907278669
Trial 431, Params: {'learning_rate': 0.09257832895966675, 'depth': 10, 'colsample_bylevel': 0.9513594764584788, 'min_data_in_leaf': 42, 'l2_leaf_reg': 4.394298255833831, 'grow_policy': 'Depthwise'}, Value: 0.6163145282775717
Trial 432, Params: {'learning_rate': 0.07887293825973611, 'depth': 10, 'colsample_bylevel': 0.8856643607898018, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.2024510992268251, 'grow_policy': 'Depthwise'}, Value: 0.6031232233614108
Trial 433, Params: {'learning_rate': 0.09960853045562389, 'depth': 10, 'colsample_bylevel': 0.8542827553668799, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.0708233779682896, 'grow_policy': 'Depthwise'}, Value: 0.6297915571366478
Trial 434, Params: {'learning_rate': 0.010050345069126785, 'depth': 10, 'colsample_bylevel': 0.9285900922115413, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.1285249402533561, 'grow_policy': 'Depthwise'}, Value: 0.2922617848446028
Trial 435, Params: {'learning_rate': 0.09989936021833326, 'depth': 10, 'colsample_bylevel': 0.9088278540216692, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0005097711140458, 'grow_policy': 'Depthwise'}, Value: 0.6351713549983845
Trial 436, Params: {'learning_rate': 0.09990797734865958, 'depth': 10, 'colsample_bylevel': 0.9019531583177818, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.002153049628604, 'grow_policy': 'Depthwise'}, Value: 0.6357950953903769
Trial 437, Params: {'learning_rate': 0.08575772732531123, 'depth': 9, 'colsample_bylevel': 0.8771752765865667, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.007270737170154, 'grow_policy': 'Depthwise'}, Value: 0.6106698866864791
Trial 438, Params: {'learning_rate': 0.06822976501229731, 'depth': 10, 'colsample_bylevel': 0.8982458204607641, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0252612714002662, 'grow_policy': 'Depthwise'}, Value: 0.5910963735076725
Trial 439, Params: {'learning_rate': 0.005988210543355165, 'depth': 10, 'colsample_bylevel': 0.8705270254564249, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.0000717517192586, 'grow_policy': 'Depthwise'}, Value: 0.20340717948864556
Trial 440, Params: {'learning_rate': 0.09119085393120005, 'depth': 10, 'colsample_bylevel': 0.9079165773958626, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0373974415487008, 'grow_policy': 'Depthwise'}, Value: 0.6194126780017766
Trial 441, Params: {'learning_rate': 0.07998631511974208, 'depth': 10, 'colsample_bylevel': 0.8511808309149742, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0440538900662721, 'grow_policy': 'Depthwise'}, Value: 0.6073246083188646
Trial 442, Params: {'learning_rate': 0.09180141767561646, 'depth': 10, 'colsample_bylevel': 0.8888179864268345, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.0004979640728036, 'grow_policy': 'Depthwise'}, Value: 0.6257300614607313
Trial 443, Params: {'learning_rate': 0.09983312908784456, 'depth': 10, 'colsample_bylevel': 0.9197276551603605, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.062105461768835, 'grow_policy': 'Depthwise'}, Value: 0.6300896256088367
Trial 444, Params: {'learning_rate': 0.09973544393192028, 'depth': 10, 'colsample_bylevel': 0.8994737189031325, 'min_data_in_leaf': 76, 'l2_leaf_reg': 1.0773559891765587, 'grow_policy': 'Lossguide'}, Value: 0.565640302462144
Trial 445, Params: {'learning_rate': 0.08636876786867319, 'depth': 10, 'colsample_bylevel': 0.8689770228600621, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0457101568356197, 'grow_policy': 'Depthwise'}, Value: 0.6183807255647273
Trial 446, Params: {'learning_rate': 0.07284838194500246, 'depth': 10, 'colsample_bylevel': 0.9280276905247872, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0809869280774043, 'grow_policy': 'Depthwise'}, Value: 0.5978492580673189
Trial 447, Params: {'learning_rate': 0.0859083490643478, 'depth': 10, 'colsample_bylevel': 0.8824319737726657, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0003524223376918, 'grow_policy': 'Depthwise'}, Value: 0.6189195239798815
Trial 448, Params: {'learning_rate': 0.09992275187774924, 'depth': 10, 'colsample_bylevel': 0.9113151215726276, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.045193374516765, 'grow_policy': 'SymmetricTree'}, Value: 0.5870526688324256
Trial 449, Params: {'learning_rate': 0.09195784545260838, 'depth': 10, 'colsample_bylevel': 0.8971379863285623, 'min_data_in_leaf': 42, 'l2_leaf_reg': 6.521769266628433, 'grow_policy': 'Depthwise'}, Value: 0.6084485676383019
Trial 450, Params: {'learning_rate': 0.0010038319769109807, 'depth': 10, 'colsample_bylevel': 0.8517424674306464, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0012810383941764, 'grow_policy': 'Depthwise'}, Value: 0.04095439140989519
Trial 451, Params: {'learning_rate': 0.07968402637146588, 'depth': 10, 'colsample_bylevel': 0.9374837570480623, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.1132202637502602, 'grow_policy': 'Depthwise'}, Value: 0.6061600886860589
Trial 452, Params: {'learning_rate': 0.08697442551718863, 'depth': 10, 'colsample_bylevel': 0.8735561437130753, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0723485009306326, 'grow_policy': 'Depthwise'}, Value: 0.616109138740679
Trial 453, Params: {'learning_rate': 0.0017913715706760723, 'depth': 9, 'colsample_bylevel': 0.7689084077336898, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.1404131998109321, 'grow_policy': 'Depthwise'}, Value: 0.07050506796967819
Trial 454, Params: {'learning_rate': 0.09105861208658411, 'depth': 10, 'colsample_bylevel': 0.906367459496787, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.0939802353085655, 'grow_policy': 'Depthwise'}, Value: 0.6216207680835782
Trial 455, Params: {'learning_rate': 0.09997004786850412, 'depth': 10, 'colsample_bylevel': 0.4796914086778116, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.0545470248847355, 'grow_policy': 'Depthwise'}, Value: 0.6191244517084985
Trial 456, Params: {'learning_rate': 0.027665255606641754, 'depth': 10, 'colsample_bylevel': 0.8840733181838902, 'min_data_in_leaf': 60, 'l2_leaf_reg': 1.0008417382942758, 'grow_policy': 'Depthwise'}, Value: 0.4478524344955866
Trial 457, Params: {'learning_rate': 0.07833087543112623, 'depth': 10, 'colsample_bylevel': 0.92484190063126, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.1674658056340375, 'grow_policy': 'Depthwise'}, Value: 0.6040952015340538
Trial 458, Params: {'learning_rate': 0.09983491075793763, 'depth': 10, 'colsample_bylevel': 0.8909347922094261, 'min_data_in_leaf': 71, 'l2_leaf_reg': 1.1133211383022021, 'grow_policy': 'Depthwise'}, Value: 0.6314855021076896
Trial 459, Params: {'learning_rate': 0.09011514442804386, 'depth': 9, 'colsample_bylevel': 0.9445660029796652, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.0601200849504564, 'grow_policy': 'Depthwise'}, Value: 0.6158648715189411
Trial 460, Params: {'learning_rate': 0.08470538149108761, 'depth': 10, 'colsample_bylevel': 0.8571609471489359, 'min_data_in_leaf': 46, 'l2_leaf_reg': 1.1707125479249874, 'grow_policy': 'Depthwise'}, Value: 0.6076263082344134
Trial 461, Params: {'learning_rate': 0.09993126325594327, 'depth': 10, 'colsample_bylevel': 0.9149953079030527, 'min_data_in_leaf': 36, 'l2_leaf_reg': 8.414998654162744, 'grow_policy': 'Depthwise'}, Value: 0.618108651149722
Trial 462, Params: {'learning_rate': 0.0914322488022435, 'depth': 10, 'colsample_bylevel': 0.8994913897268229, 'min_data_in_leaf': 38, 'l2_leaf_reg': 1.1038405348465652, 'grow_policy': 'Depthwise'}, Value: 0.6199699716375605
Trial 463, Params: {'learning_rate': 0.0750875947373267, 'depth': 10, 'colsample_bylevel': 0.9295128919447448, 'min_data_in_leaf': 44, 'l2_leaf_reg': 2.3767192607941303, 'grow_policy': 'Depthwise'}, Value: 0.5967620278843299
Trial 464, Params: {'learning_rate': 0.08327513318337576, 'depth': 10, 'colsample_bylevel': 0.3747329238546159, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.2826493115222, 'grow_policy': 'Depthwise'}, Value: 0.5831913559176211
Trial 465, Params: {'learning_rate': 0.0925268545806364, 'depth': 10, 'colsample_bylevel': 0.8693729487085431, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0385878050209072, 'grow_policy': 'Lossguide'}, Value: 0.5442321724609691
Trial 466, Params: {'learning_rate': 0.09155609050731812, 'depth': 10, 'colsample_bylevel': 0.9558372516299676, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.1473458501606468, 'grow_policy': 'Depthwise'}, Value: 0.6256112163131784
Trial 467, Params: {'learning_rate': 0.012902766744726273, 'depth': 10, 'colsample_bylevel': 0.8393593737557219, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.075959519289709, 'grow_policy': 'Depthwise'}, Value: 0.335417857483659
Trial 468, Params: {'learning_rate': 0.09969953169461687, 'depth': 10, 'colsample_bylevel': 0.886021883000179, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.3959183371008648, 'grow_policy': 'Depthwise'}, Value: 0.6337432214186952
Trial 469, Params: {'learning_rate': 0.08279121914193721, 'depth': 8, 'colsample_bylevel': 0.9174571340687584, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.000584548570591, 'grow_policy': 'SymmetricTree'}, Value: 0.5714879555486952
Trial 470, Params: {'learning_rate': 0.09998330167658435, 'depth': 7, 'colsample_bylevel': 0.9008527516710331, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.194987975328875, 'grow_policy': 'Depthwise'}, Value: 0.6060772284649497
Trial 471, Params: {'learning_rate': 0.08609430303276092, 'depth': 10, 'colsample_bylevel': 0.9362725258622534, 'min_data_in_leaf': 30, 'l2_leaf_reg': 1.1128410754127893, 'grow_policy': 'Depthwise'}, Value: 0.6158544748302945
Trial 472, Params: {'learning_rate': 0.07324594510999231, 'depth': 10, 'colsample_bylevel': 0.8629230380345702, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0408388573244713, 'grow_policy': 'Depthwise'}, Value: 0.5977175604823627
Trial 473, Params: {'learning_rate': 0.09145671818590413, 'depth': 10, 'colsample_bylevel': 0.9118377148958626, 'min_data_in_leaf': 38, 'l2_leaf_reg': 9.852241113485123, 'grow_policy': 'Depthwise'}, Value: 0.5948252617199452
Trial 474, Params: {'learning_rate': 0.09987313748744424, 'depth': 10, 'colsample_bylevel': 0.8855489737318325, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.2547994237457714, 'grow_policy': 'Depthwise'}, Value: 0.6342428097455308
Trial 475, Params: {'learning_rate': 0.07998665491181033, 'depth': 10, 'colsample_bylevel': 0.710173883567334, 'min_data_in_leaf': 47, 'l2_leaf_reg': 1.1531199628537159, 'grow_policy': 'Depthwise'}, Value: 0.5987548008691524
Trial 476, Params: {'learning_rate': 0.00301841754680891, 'depth': 10, 'colsample_bylevel': 0.748798745878903, 'min_data_in_leaf': 34, 'l2_leaf_reg': 1.0877169830901265, 'grow_policy': 'Depthwise'}, Value: 0.11425899340433529
Trial 477, Params: {'learning_rate': 0.08929506673444766, 'depth': 10, 'colsample_bylevel': 0.9524634957120854, 'min_data_in_leaf': 40, 'l2_leaf_reg': 1.18196318746907, 'grow_policy': 'Depthwise'}, Value: 0.6186934293149404
Trial 478, Params: {'learning_rate': 0.09223811858984995, 'depth': 9, 'colsample_bylevel': 0.8740711063952731, 'min_data_in_leaf': 43, 'l2_leaf_reg': 1.0409949113135408, 'grow_policy': 'Depthwise'}, Value: 0.6206848110859429
Trial 479, Params: {'learning_rate': 0.06546158863951129, 'depth': 10, 'colsample_bylevel': 0.8201820648673395, 'min_data_in_leaf': 82, 'l2_leaf_reg': 1.1317017066786268, 'grow_policy': 'Depthwise'}, Value: 0.5656886586691724
Trial 480, Params: {'learning_rate': 0.08546665099326381, 'depth': 10, 'colsample_bylevel': 0.9212824693477184, 'min_data_in_leaf': 36, 'l2_leaf_reg': 1.353767341548845, 'grow_policy': 'Depthwise'}, Value: 0.6159323797660228
Trial 481, Params: {'learning_rate': 0.07800630323193164, 'depth': 10, 'colsample_bylevel': 0.6528161407146036, 'min_data_in_leaf': 39, 'l2_leaf_reg': 1.0832025795059494, 'grow_policy': 'Depthwise'}, Value: 0.5965898073360562
Trial 482, Params: {'learning_rate': 0.09207394100971203, 'depth': 10, 'colsample_bylevel': 0.896414981256554, 'min_data_in_leaf': 41, 'l2_leaf_reg': 1.0012835535214943, 'grow_policy': 'Depthwise'}, Value: 0.62174932402594
Trial 483, Params: {'learning_rate': 0.09223980739709207, 'depth': 10, 'colsample_bylevel': 0.9658639321244661, 'min_data_in_leaf': 42, 'l2_leaf_reg': 1.2083442782673526, 'grow_policy': 'Depthwise'}, Value: 0.6231991411963389
Trial 484, Params: {'learning_rate': 0.0995464340609417, 'depth': 10, 'colsample_bylevel': 0.3208277938628863, 'min_data_in_leaf': 37, 'l2_leaf_reg': 1.1174239169796254, 'grow_policy': 'Depthwise'}, Value: 0.5997517078615748
Trial 485, Params: {'learning_rate': 0.08516890558829322, 'depth': 10, 'colsample_bylevel': 0.8513784762163997, 'min_data_in_leaf': 63, 'l2_leaf_reg': 1.283098920087664, 'grow_policy': 'Depthwise'}, Value: 0.6091643591317064
